Business Name,Address,City,Zip,Instant Sales,Online Sales,Total
HOPP INN,4896 PEARL RD,CLEVELAND,44109,"$3,086.00","$68,080.50","$71,166.50"
WEST PARK STATION,17015 LORAIN AVE,CLEVELAND,44111,$0.00,"$70,954.50","$70,954.50"
QUICK STATE LIQUOR,5945 SMITH RD,BROOK PARK,44142,"$45,937.00","$24,982.00","$70,919.00"
JACKS SPORTS BAR & GRILL,4030 MAYFIELD RD,SOUTH EUCLID,44121,$0.00,"$70,601.00","$70,601.00"
CLEVELAND FOOD MARKET,5601 CLARK AVE,CLEVELAND,44102,"$45,806.00","$24,789.00","$70,595.00"
F & D GAS,3742 FULTON AVE,CLEVELAND,44109,"$34,056.00","$36,536.50","$70,592.50"
ROYAL PARK FINE WINE,12770 ROYALTON RD,NORTH ROYALTON,44133,"$37,842.00","$32,624.50","$70,466.50"
NORTHEAST VIDEO,5705 FRANCIS AVE,CLEVELAND,44127,"$29,557.00","$40,881.00","$70,438.00"
BP #263 ,13165 LARCHMERE RD,SHAKER HEIGHTS ,44120,"$12,558.00","$57,809.00","$70,367.00"
CENTRAL RX PHARMACY AND MEDICAL SUP,2475 E 22ND ST,CLEVELAND,44115,"$20,896.00","$49,370.50","$70,266.50"
7-ELEVEN #36731,3735 FULTON RD,CLEVELAND,44109,"$38,050.00","$31,836.00","$69,886.00"
ZIGGY' S PRODUCE AND FARM MARKET,4641 BROADVIEW RD,CLEVELAND,44109,"$27,773.00","$42,103.00","$69,876.00"
MARIA'S FAMILY RESTAURANT,22404 LAKE SHORE BLVD,EUCLID,44123,"$22,250.00","$47,134.50","$69,384.50"
7-ELEVEN #36735,6585 RIDGE RD,PARMA,44129,"$37,080.00","$31,789.50","$68,869.50"
H & E MONEY EXCHANGE,3224 EUCLID AVE,CLEVELAND,44115,"$26,893.00","$41,834.00","$68,727.00"
MINI MART EXPRESS,4852 BROADVIEW RD,CLEVELAND,44109,"$37,228.00","$31,095.50","$68,323.50"
MIKES BEVERAGE,5275 BROADWAY,CLEVELAND,44127,"$18,658.00","$49,570.00","$68,228.00"
LAKE ROAD EXPRESS,19933 LAKE RD,ROCKY RIVER,44116,"$40,608.00","$27,554.00","$68,162.00"
CONSTANTINO'S MARKET UPTOWN,11451 EUCLID AVE,CLEVELAND,44106,"$24,580.00","$43,564.00","$68,144.00"
7-ELEVEN #36732,4161 W 150TH,CLEVELAND,44135,"$32,200.00","$35,854.50","$68,054.50"
AMERICAN FOOD MARKET,2603 WOODHILL RD,CLEVELAND,44104,"$15,487.00","$52,500.00","$67,987.00"
ROCKIES,9208 DETROIT AVE,CLEVELAND,44102,$0.00,"$67,986.00","$67,986.00"
NIELSENS STORES #16,1801 E 9TH ST,CLEVELAND,44114,"$31,318.00","$36,263.50","$67,581.50"
TRADESMAN TAVERN,5746 STATE RD,PARMA,44134,$0.00,"$67,344.00","$67,344.00"
RONS MINI MART,4382 W 130 ST,CLEVELAND,44135,"$25,938.00","$40,942.50","$66,880.50"
CLARK OIL,7910 HARVARD AVE,CLEVELAND,44105,"$29,324.00","$37,162.00","$66,486.00"
MACS CITGO,1828 S TAYLOR RD,CLEVELAND HEIGHTS,44118,"$24,443.00","$42,008.00","$66,451.00"
BP #243,3065 W 117TH ST,CLEVELAND,44111,"$27,807.00","$38,568.00","$66,375.00"
DRIVE THRU BEVERAGE,7177 W 130TH ST,PARMA HEIGHTS,44130,"$42,612.00","$23,460.50","$66,072.50"
M & I DELI,2288 E 55TH ST,CLEVELAND,44103,"$15,489.00","$50,577.50","$66,066.50"
POUNDERS BAR AND GRILL,6370 YORK RD,PARMA HEIGHTS,44130,$0.00,"$65,634.50","$65,634.50"
ROYALVIEW DELI & BEVERAGE,9255 BROADVIEW RD,BROADVIEW HEIGHTS,44147,"$32,187.00","$33,422.00","$65,609.00"
PLEASANT VALLEY SHELL,10602 W PLEASANT VALLEY RD,PARMA,44130,"$46,899.00","$18,685.00","$65,584.00"
LAST STOP INN,6200 STATE RD,PARMA,44134,$0.00,"$65,380.00","$65,380.00"
BP #285 ,20420 CHAGRIN BLVD,CLEVELAND,44122,"$23,265.00","$41,705.50","$64,970.50"
CONVENIENT FOOD MART #370,9105 DENISON AVE,CLEVELAND,44102,"$45,818.00","$19,062.50","$64,880.50"
CHAGRIN CIGARS,48 SHOPPING PLAZA,CHAGRIN FALLS,44022,"$21,300.00","$43,250.50","$64,550.50"
P V EURO MARKET,4805 W PLEASANT VALLEY RD,PARMA,44129,"$21,409.00","$42,582.00","$63,991.00"
NELA PARK DELI,2147 NOBLE RD,EAST CLEVELAND,44112,"$13,975.00","$49,961.00","$63,936.00"
GAS N GO,3474 W 25TH ST,CLEVELAND,44109,"$23,700.00","$39,470.50","$63,170.50"
HOUSE OF BLUES ,26191 EUCLID AVE,EUCLID,44132,$0.00,"$63,006.50","$63,006.50"
MICKEY'S RIVER MARKET,1199 ADDISON RD,CLEVELAND,44103,"$7,425.00","$55,571.00","$62,996.00"
NEIGHBORHOOD MARKET,9911 MILES AVE,CLEVELAND,44105,"$19,824.00","$43,056.50","$62,880.50"
GUS FOOD MART,12717 WOODSIDE AVE,CLEVELAND,44108,"$17,014.00","$45,653.00","$62,667.00"
RUSH INN BAR & GRILLE,17800 DETROIT AVE,LAKEWOOD,44107,$0.00,"$62,199.00","$62,199.00"
CAVALIERS OPERATIONS,1 CENTER CT,CLEVELAND,44115,"$53,787.00","$8,373.00","$62,160.00"
ERIE TAVERN,5393 ST CLAIR AVE,CLEVELAND,44103,"$8,584.00","$53,529.50","$62,113.50"
YORKTOWN LANES,6218 PEARL RD,PARMA HEIGHTS,44130,"$28,696.00","$33,172.00","$61,868.00"
ROCKY RIVER SUNMART,20045 LAKE RD,ROCKY RIVER,44116,"$26,277.00","$35,306.00","$61,583.00"
HEIGHTS DELI & BEVERAGES,2879 MAYFIELD RD,CLEVELAND HEIGHTS,44118,"$17,387.00","$43,823.00","$61,210.00"
7-ELEVEN #36231,16625 ROYALTON RD,STRONGSVILLE,44136,"$32,583.00","$28,430.50","$61,013.50"
RITE AID #1570,6512 FRANKLIN BLVD,CLEVELAND,44102,"$48,616.00","$12,283.00","$60,899.00"
A & M FOOD MART,25600 AURORA RD,BEDFORD HEIGHTS,44146,"$22,819.00","$38,077.50","$60,896.50"
BARKING BULLFROG ,19616 W 130TH,STRONGSVILLE,44136,$0.00,"$60,792.00","$60,792.00"
CHUCKS PLACE,3830 ST CLAIR AVE,CLEVELAND,44114,$0.00,"$60,555.50","$60,555.50"
SHAMROCK TAVERN & RESTAURANT,11922 MADISON AVE,LAKEWOOD,44107,$0.00,"$60,385.00","$60,385.00"
MAD MIKE'S BAR & GRILLE,5045 TURNEY RD,GARFIELD HEIGHTS,44125,$0.00,"$59,991.00","$59,991.00"
THE CLEVELANDER,834 HURON RD,CLEVELAND,44115,$0.00,"$59,706.00","$59,706.00"
NEW SUNRISE FOOD MART,4757 LORAIN AVE,CLEVELAND,44102,"$25,314.00","$34,251.50","$59,565.50"
FANOOSE'S,15275 BROOKPARK RD,BROOK PARK,44142,"$3,917.00","$55,554.50","$59,471.50"
BP #257,23425 LORAIN RD,NORTH OLMSTED,44070,"$44,244.00","$15,225.50","$59,469.50"
CRICKET TAVERN,4129 E 49TH ST,CLEVELAND,44105,"$15,789.00","$43,529.00","$59,318.00"
BP #261,19400 HIILLIARD BLVD,ROCKY RIVER,44116,"$28,750.00","$30,274.00","$59,024.00"
JOHNNY MALLOY'S,15323 PEARL RD,STRONGSVILLE,44136,$0.00,"$58,981.50","$58,981.50"
MR GEES BAR & GRILL,593 BROADWAY AVE,BEDFORD,44146,"$3,201.00","$55,210.00","$58,411.00"
BAGLEY & I 71 SHELL,17777 BAGLEY RD,PARMA HEIGHTS,44130,"$27,731.00","$30,625.00","$58,356.00"
NOLAN'S BAR,14206 LORAIN AVE,CLEVELAND,44111,$0.00,"$58,123.50","$58,123.50"
NIELSON'S STORES #7,600 SUPERIOR BANK ONE CENTER,CLEVELAND,44114,"$33,152.00","$24,852.00","$58,004.00"
BJ'S WHOLESALE CLUB #122,4365 RICHMOND RD,WARRENSVILLE HEIGHTS,44122,"$26,447.00","$31,372.00","$57,819.00"
CORVETTE LOUNGE,22916 LORAIN RD,FAIRVIEW PARK,44126,$0.00,"$57,560.50","$57,560.50"
MINOTTIS BAY VILLAGE WINE & LIQUOR,27313 WOLF RD,BAY VILLAGE,44140,"$17,659.00","$39,797.00","$57,456.00"
THE ROOM LOUNGE,12929 SUPERIOR AVE,EAST CLEVELAND,44112,$0.00,"$57,370.50","$57,370.50"
MARS BAR,15314 MADISON AVE,LAKEWOOD,44107,$0.00,"$57,226.00","$57,226.00"
MINOTTIS WINE & LIQUOR,30664 DETROIT RD,WESTLAKE,44145,"$27,924.00","$28,967.00","$56,891.00"
WEBB FOOD MART,17796 DETROIT AVE,LAKEWOOD,44107,"$40,443.00","$16,390.00","$56,833.00"
SECRETS,12820 BROOKPARK RD,CLEVELAND,44130,$0.00,"$56,761.50","$56,761.50"
MISTER B'S IRISH PUB & EATERY,6887 W 130TH ST,PARMA HEIGHTS,44130,$0.00,"$56,488.00","$56,488.00"
ROWLEY INN,1104 ROWLEY AVE,CLEVELAND,44109,$0.00,"$56,442.50","$56,442.50"
7-ELEVEN #36219,120 BROADWAY,BEDFORD,44146,"$16,332.00","$39,977.50","$56,309.50"
K & K PORTAGE MARKET,3364 WARREN RD,CLEVELAND,44111,"$29,572.00","$26,056.50","$55,628.50"
FRED'S DELI,11119 DETROIT AVE,CLEVELAND,44102,"$13,452.00","$41,939.00","$55,391.00"
PARMA LODGE 1744,7010 BROADVIEW RD,PARMA,44134,$0.00,"$55,098.50","$55,098.50"
MIKE'S FOOD MART,3850 E 65TH ST,CLEVELAND,44105,"$28,286.00","$26,696.00","$54,982.00"
MARTY'S COFFEE SHOP,1 W LAKESIDE AVE,CLEVELAND,44113,"$18,688.00","$35,768.00","$54,456.00"
TJS BUTCHER BLOCK & DELI,14415 DETROIT AVE,LAKEWOOD,44107,"$29,685.00","$24,181.00","$53,866.00"
EAST 143RD FOOD MARKET,3249 E 143RD ST,CLEVELAND,44120,"$22,095.00","$31,755.50","$53,850.50"
SCOUNDRELS BAR AND GRILL,826 FRONT ST,BEREA,44017,"$6,884.00","$46,906.00","$53,790.00"
SPRAGUE BEVERAGE,25222 SPRAGUE RD,OLMSTED FALLS,44138,"$36,589.00","$17,125.50","$53,714.50"
FUEL MART #701,7225 NORTHFIELD RD,WALTON HILLS,44146,"$30,582.00","$23,119.00","$53,701.00"
CHILLIES 1,6029 SUPERIOR AVE,CLEVELAND,44103,"$18,535.00","$35,161.50","$53,696.50"
WEST 65TH ST BEVERAGE & DELI,1871 W 65TH ST,CLEVELAND,44102,"$34,930.00","$18,496.50","$53,426.50"
TOM' S FOOD MART,8202 DENISON AVE,CLEVELAND,44102,"$27,700.00","$25,566.00","$53,266.00"
KAMIN'S,1900 E 9TH ST 1ST FL,CLEVELAND,44114,"$20,770.00","$32,199.50","$52,969.50"
THE FLYING RIB,11926 MADISON AVE,LAKEWOOD,44107,$0.00,"$52,917.50","$52,917.50"
MAPLETOWN BI RITE,15870 BROADWAY AVE,MAPLE HEIGHTS,44137,"$17,157.00","$35,665.50","$52,822.50"
RITE AID #3053,5795 STATE RD,PARMA,44134,"$50,493.00","$2,301.00","$52,794.00"
GREENS LINWOOD DELI,7038 LINWOOD AVE,CLEVELAND,44103,"$13,125.00","$39,087.00","$52,212.00"
TARGET FOOD MART,3225 W 73RD ST,CLEVELAND,44102,"$37,196.00","$14,989.50","$52,185.50"
KMART #4257 ,17840 BAGLEY RD ,MIDDLEBURG HEIGHTS,44130,"$38,958.00","$13,046.00","$52,004.00"
CEDAR GREEN WINE & CHEESE,2179 S GREEN RD,SOUTH EUCLID,44121,"$11,846.00","$40,126.50","$51,972.50"
WESTLAKE SUNOCO,27179 DETROIT RD,WESTLAKE,44145,"$35,605.00","$16,235.50","$51,840.50"
S AND R MARKET,9901 LORETTA AVE,CLEVELAND,44102,"$24,743.00","$26,823.50","$51,566.50"
BUCKEYE LANES,24488 LORAIN RD,NORTH OLMSTED,44070,"$48,679.00","$2,690.00","$51,369.00"
W & W FOOD,1411 E 105TH ST,CLEVELAND,44106,"$9,498.00","$41,576.00","$51,074.00"
BREW GARDEN,18590 BAGLEY RD,MIDDLEBURG HEIGHTS,44130,$0.00,"$50,649.00","$50,649.00"
THE ORIOLE CAFE,294 N ROCKY RIVER DR,BEREA,44017,$0.00,"$50,627.00","$50,627.00"
EUCLID C-STORE,25451 EUCLID AVE,EUCLID,44117,"$13,597.00","$36,996.00","$50,593.00"
SUPERIOR FOOD & DELI,12420 SUPERIOR AVE,CLEVELAND,44106,"$9,195.00","$41,270.00","$50,465.00"
ROSELAND LANES,26383 BROADWAY AVE,OAKWOOD VILLAGE,44146,"$26,129.00","$23,460.50","$49,589.50"
HANDLE BAR,24951 AURORA RD,BEDFORD HEIGHTS,44146,$0.00,"$49,571.00","$49,571.00"
BP #248,14008 LORAIN AVE,CLEVELAND,44111,"$26,958.00","$22,451.50","$49,409.50"
KMART #3589,14901 LORAIN AVE,CLEVELAND,44111,"$38,200.00","$10,812.50","$49,012.50"
TRUE NORTH #345,21920 MILES RD,NORTH RANDALL,44128,"$13,813.00","$34,801.50","$48,614.50"
WRIGHT ON TIME TAKE-OUT,17214 GROVEWOOD AVE,CLEVELAND,44119,"$10,871.00","$37,279.00","$48,150.00"
BP #250,2701 CHESTER AVE,CLEVELAND,44114,"$22,168.00","$25,526.50","$47,694.50"
FRANKLIN DELI & BEVERAGE ,4719 FRANKLIN ,CLEVELAND,44102,"$17,843.00","$29,768.50","$47,611.50"
EXECUTIVE DEN LOUNGE,19600 S WATERLOO RD,CLEVELAND,44119,$0.00,"$47,310.00","$47,310.00"
IX CENTER CORPORATION,6200 RIVERSIDE DR,CLEVELAND,44135,"$40,712.00","$6,582.00","$47,294.00"
SMOKE WORLD,6493 PEARL RD,PARMA HEIGHTS,44130,"$31,464.00","$15,737.00","$47,201.00"
PM GAS,5837 PEARL RD,PARMA HTS,44130,"$26,952.00","$20,138.50","$47,090.50"
FIREHOUSE SPORTS BAR AND GRILLE,8611 RIDGE RD,NORTH ROYALTON,44133,$0.00,"$47,056.50","$47,056.50"
7-ELEVEN #36737,5206 STATE RD,CLEVELAND,44134,"$24,650.00","$22,379.00","$47,029.00"
7-ELEVEN #36745,29755 CLEMENS RD,WESTLAKE,44145,"$21,450.00","$25,436.50","$46,886.50"
GARDEN VALLEY SHOP ,3135 E 79TH ST,CLEVELAND,44104,"$8,878.00","$37,943.00","$46,821.00"
RITE SHOP,14053 LORAIN AVE,CLEVELAND,44111,"$24,094.00","$22,692.00","$46,786.00"
RITE AID #3091,14701 PEARL RD,STRONGSVILLE,44136,"$38,223.00","$8,552.00","$46,775.00"
BP AM PM,4006 LEE RD,CLEVELAND,44128,"$11,033.00","$35,631.00","$46,664.00"
FRAGAPANE BAKERIES,28625 LORAIN RD,NORTH OLMSTED,44070,"$21,954.00","$24,684.00","$46,638.00"
LAKEWOOD VILLAGE TAVERN,13437 MADISON AVE,LAKEWOOD,44107,$0.00,"$46,632.00","$46,632.00"
MURPHYS ALE HOUSE,7503 GRANGER RD,VALLEY VIEW,44125,$0.00,"$46,559.00","$46,559.00"
MCCLAINS MARKET II,3904 MARTIN LUTHER KING DR,CLEVELAND,44105,"$3,798.00","$42,730.00","$46,528.00"
MCCARTHYS ALE HOUSE,13339 PEARL RD,STRONGSVILLE,44136,$0.00,"$46,433.00","$46,433.00"
CHARLIE'S RESTAURANT,2102 BROOKPARK RD,CLEVELAND,44134,"$35,653.00","$10,470.00","$46,123.00"
MOUNTAIN TOP DELI,11545 MT CARMEL AVE,CLEVELAND,44104,"$2,872.00","$43,044.50","$45,916.50"
ZIG'S PUB & GRILL,1854 SNOW RD,PARMA,44134,$0.00,"$45,863.50","$45,863.50"
MILL TAVERN,5547 WILSON MILLS,HIGHLAND HEIGHTS,44143,"$1,700.00","$44,056.50","$45,756.50"
QUITE BOBS BAR & GRILL,4625-29 W 130TH,CLEVELAND,44135,$0.00,"$45,626.00","$45,626.00"
PAT'S AUTO SERVICE,19415 DETROIT RD,ROCKY RIVER,44116,"$16,574.00","$28,958.00","$45,532.00"
DIANA BAKERS DINER,3380 W 46TH ST,CLEVELAND,44102,"$34,846.00","$10,373.00","$45,219.00"
SOUTH TAYLOR CORNER DELI,2064 S TAYLOR,CLEVELAND HEIGHTS,44118,"$9,038.00","$36,146.50","$45,184.50"
HIGHLAND SQUARE TAVERN,11634 MADISON AVE,CLEVELAND,44102,$0.00,"$45,060.00","$45,060.00"
PRIME GAS,3580 RIDGE RD,BROOKLYN,44102,"$23,279.00","$21,689.00","$44,968.00"
Q'S GAS AND GO,3585 W 117TH ST,CLEVELAND,44111,"$15,300.00","$29,203.50","$44,503.50"
CLARK MART ,3726 CLARK AVE,CLEVELAND,44109,"$29,027.00","$15,059.00","$44,086.00"
WESTPARK VILLAGE TAVERN,15715 LORAIN AVE,CLEVELAND,44111,$0.00,"$44,026.50","$44,026.50"
TURNEY TOWN SHELL,5095 TURNEY RD,GARFIELD HEIGHTS,44125,"$13,131.00","$30,647.50","$43,778.50"
GREAT SCOTT'S MARKET & DELI,2216 WOOSTER RD,ROCKY RIVER,44116,"$26,203.00","$17,297.50","$43,500.50"
WATERLOO GAS & GO,15222 WATERLOO RD,CLEVELAND,44110,"$15,230.00","$28,075.50","$43,305.50"
BROADWAY DELI,4643 BROADWAY AVE,CLEVELAND,44127,"$7,780.00","$35,376.50","$43,156.50"
PLAYMAKERS SPORTS GRILLE,9729 GRANGER ROAD,GARFIELD HEIGHTS,44125,$0.00,"$43,087.00","$43,087.00"
MR V'S CONVENIENCE,15310 KINSMAN AVE,CLEVELAND,44120,"$2,918.00","$39,984.50","$42,902.50"
IRISH KEVINS,13601 DETRIOT AVE ,LAKEWOOD,44107,$0.00,"$42,848.00","$42,848.00"
DOLLOFF CONVENIENCE,5346 DOLLOFF RD,CLEVELAND,44127,"$9,550.00","$32,947.50","$42,497.50"
TONY'S DELI,3264 SCRANTON RD,CLEVELAND,44109,"$19,529.00","$22,586.00","$42,115.00"
OLYMPIA CANDIES,11606 PEARL RD,STRONGSVILLE,44136,"$17,572.00","$24,521.50","$42,093.50"
JOHNNY MALLOY SPORTS BAR,4350 MAYFIELD RD ,SOUTH EUCLID,44121,$0.00,"$41,964.00","$41,964.00"
MORELAND HILL AUTO SERVICE,4975 SOM CENTER RD,MORELAND HILLS,44022,"$18,810.00","$22,315.00","$41,125.00"
JROYS LOUNGE,21300 LIBBY RD,MAPLE HTS,44137,"$2,390.00","$38,391.50","$40,781.50"
ALEXANDRIA MARKET,7602 MADISON AVE,CLEVELAND,44102,"$24,797.00","$15,847.00","$40,644.00"
TW0 BUCKS,24108 LORAIN RD,NORTH OLMSTED,44070,$0.00,"$40,615.00","$40,615.00"
CORENO'S VIDEO,3525 W 130TH ST,CLEVELAND,44111,"$14,094.00","$26,329.50","$40,423.50"
VENTURE INN,8602 GARFIELD BLVD,GARFIELD HEIGHTS,44125,$0.00,"$40,418.50","$40,418.50"
THE FROSTY BEAVER SALOON,13334 LORAIN AVE,CLEVELAND,44111,$969.00,"$39,439.50","$40,408.50"
BONKERS CAFE,5145 TURNEY RD,GARFIELD HEIGHTS,44125,$0.00,"$40,254.00","$40,254.00"
RITE AID #3148,2323 BROADVIEW RD,CLEVELAND,44109,"$32,620.00","$7,006.00","$39,626.00"
BP #275,1700 BROOKPARK RD,CLEVELAND,44109,"$27,276.00","$12,071.50","$39,347.50"
MR PEABODY'S PUB,4967 PEARL RD,CLEVELAND,44109,$0.00,"$39,245.00","$39,245.00"
MICHAEL'S FAMILY RESTAURANT,19797 DETROIT AVE,ROCKY RIVER,44116,"$20,057.00","$19,148.00","$39,205.00"
7-ELEVEN #36733,8200 COLUMBIA RD,OLMSTED FALLS,44138,"$17,100.00","$21,929.00","$39,029.00"
TWO BUCKS,18336 BAGLEY RD,MIDDLEBURG HEIGHTS,44130,$0.00,"$38,847.50","$38,847.50"
NUMBER ONE LOUNGE,5555 RIDGE RD,PARMA,44129,$0.00,"$38,368.00","$38,368.00"
BP #270,10300 BROOKPARK RD,CLEVELAND,44130,"$23,926.00","$13,843.50","$37,769.50"
MAC' S LOCK SHOP,15702 WATERLOO RD,CLEVELAND,44110,"$6,795.00","$30,729.00","$37,524.00"
7-ELEVEN #36726,1700 BROOKPARK RD,CLEVELAND,44109,"$12,150.00","$24,954.50","$37,104.50"
OHIO CITY BEVERAGE,1822 W 25TH ST,CLEVELAND,44113,"$11,268.00","$25,816.00","$37,084.00"
NIKOS BAR & GYROS,12766 N ROYALTON ,NORTH ROYALTON,44133,$0.00,"$36,940.00","$36,940.00"
ROYAL PARK FINE WINE,17608 PEARL RD,STRONGSVILLE,44136,"$19,824.00","$17,111.00","$36,935.00"
Q'S STOP DELI,3137 E 65TH ST,CLEVELAND,44127,"$12,233.00","$24,335.50","$36,568.50"
DIVOTS SPORTS BAR,13393 YORK RD,NORTH ROYALTON,44133,$0.00,"$36,363.50","$36,363.50"
VALU KING #5512,4798-B RIDGE RD,BROOKLYN,44144,"$33,812.00","$2,490.00","$36,302.00"
OHIO CITY DELI ,5106 FRANKLIN BLVD,CLEVELAND,44102,"$19,950.00","$16,156.00","$36,106.00"
RITE AID #4764,8085 BROADVIEW RD,BROADVIEW HEIGHTS,44147,"$30,642.00","$5,348.00","$35,990.00"
RITE AID #3367,14610 HARVARD AVE,CLEVELAND,44128,"$28,289.00","$7,650.00","$35,939.00"
CORNER BEVERAGE AND HUMIDOR,923 E 222ND ST,CLEVELAND,44123,"$8,774.00","$26,786.00","$35,560.00"
THOMAS BEVERAGE,4423 DETROIT AVE,CLEVELAND,44113,"$13,525.00","$21,935.00","$35,460.00"
BONNIE AND CLYDES,13603 MADISON AVE,LAKEWOOD,44107,$0.00,"$35,401.50","$35,401.50"
LAKELAND TAVERN,25463 EUCLID AVE,EUCLID,44117,$0.00,"$35,193.00","$35,193.00"
BP #288,25466 DETROIT RD,WESTLAKE,44145,"$22,656.00","$12,098.50","$34,754.50"
RITE AID #4975,27175 CENTER RIDGE RD,WESTLAKE,44145,"$23,653.00","$10,848.00","$34,501.00"
GRILLERS PUB,5455 STATE RD,PARMA,44134,$0.00,"$34,210.00","$34,210.00"
SMOKE WORLD,6493 PEARL RD,PARMA HEIGHTS,44130,"$20,796.00","$13,265.00","$34,061.00"
LUCKY'S BEVERAGE,10330 LORAIN AVE ,CLEVELAND,44111,"$16,179.00","$17,708.00","$33,887.00"
TRIPPY'S SMOKE SHOP,1449 MESSENGER COURT,SOUTH EUCLID,44121,"$16,300.00","$17,474.50","$33,774.50"
TOM'S DELI,12900 LAKE AVE UNIT 3 BSMT,LAKEWOOD,44107,"$12,186.00","$21,530.00","$33,716.00"
WEST 44TH STREET FOOD,3238 W 44 ST,CLEVELAND,44109,"$19,100.00","$14,604.50","$33,704.50"
RITE AID #2665,10502 ST CLAIR AVE,CLEVELAND,44108,"$23,641.00","$9,892.00","$33,533.00"
BP #256,5200 ROCKSIDE,INDEPENDENCE,44131,"$14,900.00","$18,323.00","$33,223.00"
RITE AID #7774,13955 STATE RD,NORTH ROYALTON,44133,"$27,788.00","$5,151.00","$32,939.00"
GET GO #3360,27268 LORAIN RD,NORTH OLMSTED,44070,"$19,936.00","$12,863.00","$32,799.00"
SUNOCO #19 HOP-IN FOOD MART,24200 LAKESHORE BLVD,EUCLID,44123,"$4,200.00","$28,560.00","$32,760.00"
BP #276,3983 MAYFIELD RD,CLEVELAND,44118,"$12,369.00","$20,281.00","$32,650.00"
BIAGIOS DELI,5557 WILSON MILLS RD,HIGHLAND HEIGHTS,44143,"$16,637.00","$15,721.50","$32,358.50"
HAZE BAR,11619 LORAIN AVE,CLEVELAND,44111,$0.00,"$32,350.00","$32,350.00"
SUNOCO #19 HOP-INN FOODMART,24200 LAKESHORE BLVD,EUCLID,44123,"$7,209.00","$25,091.00","$32,300.00"
VIBE PARTY CENTER,24900 EUCLID AVE,EUCLID,44117,"$2,031.00","$29,977.00","$32,008.00"
SOLON WINE & LIQUOR,33760 BAINBRIDGE RD,SOLON,44139,"$13,018.00","$18,732.00","$31,750.00"
BROADVIEW FOOD MARKET,4744 BROADVIEW RD,CLEVELAND,44109,"$12,164.00","$19,415.50","$31,579.50"
ROZI'S WINE HOUSE,21860 CENTER RIDGE RD,ROCKY RIVER,44116,"$9,485.00","$22,057.00","$31,542.00"
COUNTY BUILDING,1219 ONTARIO AVE,CLEVELAND,44113,"$22,924.00","$8,599.00","$31,523.00"
BLOOM BROS SUPPLY,2884 E 116TH ,CLEVELAND,44120,"$2,064.00","$29,187.00","$31,251.00"
SPREMULLI BROS,15002 PURITAS AVE,CLEVELAND,44135,"$9,095.00","$22,054.50","$31,149.50"
SHOPRITE,4606 W 130TH ST,CLEVELAND,44135,"$11,396.00","$19,123.50","$30,519.50"
MOZIE INN,14016 TRISKETT RD,CLEVELAND,44111,"$17,000.00","$12,979.00","$29,979.00"
DOLLAR LOTS,7120 DENISON AVE,CLEVELAND,44102,"$10,203.00","$19,347.50","$29,550.50"
THIRST AND TEN SPORTS GRILLE ,786 FRONT STREET,BEREA,44017,$0.00,"$29,403.50","$29,403.50"
HOPP  INN,4896 PEARL RD,CLEVELAND,44109,$0.00,"$29,322.00","$29,322.00"
NORTH POINTE CAFE,26151 LAKESHORE BLVD,EUCLID,44132,"$6,817.00","$22,065.00","$28,882.00"
CAXTON NEWSSTAND,812 HURON RD,CLEVELAND,44115,"$19,052.00","$9,666.50","$28,718.50"
DIANES COFFEE & SNACK SHOP,7123 PEARL RD 2ND FL,MIDDLEBURG HEIGHTS,44130,"$8,316.00","$20,138.50","$28,454.50"
ACES DEPOT,9535 COLUMBIA RD,OLMSTED FALLS,44138,$0.00,"$28,417.50","$28,417.50"
BROADWAY SUNOCO,22775 BROADWAY AVE,OAKWOOD VILLAGE,44146,"$11,976.00","$16,010.50","$27,986.50"
GREENWICH VILLAGE ,6410-14 LORAIN AVE,CLEVELAND,44102,$600.00,"$27,021.00","$27,621.00"
SHELL OIL,1538 W 117TH ST,LAKEWOOD,44107,"$13,681.00","$13,795.00","$27,476.00"
VFW POST 3345 STRONGSVILLE,17900 STRONGSVILLE BLVD,STRONGSVILLE,44149,$0.00,"$27,383.00","$27,383.00"
LAUSCHE BUILDING,615 W SUPERIOR AVE,CLEVELAND,44113,"$18,377.00","$8,927.50","$27,304.50"
BP #282,5206 STATE RD,CLEVELAND,44134,"$21,943.00","$5,046.00","$26,989.00"
CIRCLE A FOOD AND BEVERAGE,8021 W 130TH ST,NORTH ROYALTON,44133,"$15,212.00","$11,541.50","$26,753.50"
BP #260,8200 COLUMBIA RD,OLMSTED FALLS,44138,"$18,307.00","$8,188.00","$26,495.00"
BETTYS FOOD MARKET,3347 MEYER AVE,CLEVELAND,44109,"$13,068.00","$13,096.50","$26,164.50"
RITE AID #2640,5411 SUPERIOR AVE,CLEVELAND,44103,"$18,298.00","$7,078.00","$25,376.00"
RITE AID #3156,15105 ST CLAIR AVE,CLEVELAND,44110,"$21,095.00","$4,063.00","$25,158.00"
RITE AID #4071,475 E 185TH ST,EUCLID,44119,"$20,456.00","$4,678.00","$25,134.00"
RITE AID #3056,23709 CENTER RIDGE RD,WESTLAKE,44145,"$15,084.00","$9,926.00","$25,010.00"
SAVE MORE MART,4380 STATE RD,CLEVELAND,44109,"$15,660.00","$9,158.50","$24,818.50"
MIDWAY MARKET,2136 W 98 ST,CLEVELAND,44102,"$11,716.00","$12,931.00","$24,647.00"
