 Business_Name ,Address,City,Zip,Instant_Sales,Online_Sales,Total,total income,avg income
BP #279,4910 HARVARD AVE,CLEVELAND,44105,67871,68673,136544,,
CONVENIENT FOOD MART,3753 PEARL RD,CLEVELAND,44109,63946,72596,136542,,
QUIKKY'S BAR & GRILLE,5486 STATE RD,CLEVELAND,44134,0,135594,135594,,
SPEEDWAY #9338,15520 MUNN RD ,CLEVELAND,44111,82600,52772,135372,,
EAST END MARKET,12500 DETROIT AVE,LAKEWOOD,44107,66310,68984,135294,,
TROLLEY HOUSE PUB & GRILLE,7066 COLUMBIA RD,OLMSTED TOWNSHIP,44138,0,134839.5,134839.5,,
DURICAS MONTCLAIR SUNOCO,2039 BROADVIEW RD,CLEVELAND,44109,89450,44044.5,133494.5,,
LOPRESTIS UNION CLUB TAVERN,2549 ST CLAIR AVE,CLEVELAND,44114,7040,126431,133471,,
THE DRIVE THRU BEVERAGE,5618 STATE RD,PARMA,44134,76305,56846,133151,,
PURITAS GAS,13925 PURITAS AVE,CLEVELAND,44135,59729,73355.5,133084.5,,
LARRY'S TAVERN,4716 STATE RD,CLEVELAND,44109,0,132601.5,132601.5,,
EDGEWATER DELICATESSEN,8701 LAKE AVE,CLEVELAND,44102,41914,90643.5,132557.5,,
TRUE NORTH #343,25199 LORAIN RD,NORTH OLMSTED,44070,82000,49974,131974,,
BROADVIEW'S MORE040LESS,8148050 BROADVIEW RD,BROADVIEW HEIGHTS,44147,80115,51701,131816,,
QUICK SHOP ,8327 MEMPHIS AVE,BROOKLYN,44144,41400,89502,130902,,
NEW STAR MARKET,3831 E 93RD ST,CLEVELAND,44105,17981,112718.5,130699.5,,
ACES CAFE,19367 LORAIN RD,FAIRVIEW PARK,44126,0,130601,130601,,
MAPLE PETROLEUM,5321 LEE ROAD,MAPLE HEIGHTS,44137,41075,89233.5,130308.5,,
DOVER GARDENS TAVERN,27402 DETROIT RD,WESTLAKE,44145,7091,122594.5,129685.5,,
DOLLOFF CONVENIENT ,5346 DOLLOFF RD,CLEVELAND,44127,46660,82986.5,129646.5,,
WARRENSVILLE MARATHON,5012 WARRENSVILLE CENTER RD,MAPLE HEIGHTS,44137,31373,98171,129544,,
T&N FOOD MART,831 E 140TH ST,CLEVELAND,44110,26007,103271.5,129278.5,,
CHARACTERS SPORTS BAR AND GRILL,6007 BROOKPARK RD,PARMA,44129,0,128780.5,128780.5,,
WADE PARK GROCERY,7101 WADE PARK AVE,CLEVELAND,44103,25712,102836.5,128548.5,,
GEPPETTO'S 0LAKEWOOD,17103 DETROIT AVE,LAKEWOOD,44107,6733,121647.5,128380.5,,
ONE STOP SUNOCO #7,23370 LORAIN RD,NORTH OLMSTED,44070,87124,41219.5,128343.5,,
SUNOCO #9 HOP0IN  FOOD MART,910 E 185TH ST,CLEVELAND,44119,66250,61948.5,128198.5,,
BIGGIE'S FOOD MART,2165 E 55TH ST,CLEVELAND,44103,31200,96883,128083,,
AL'S DELI,10604 SUPERIOR AVE,CLEVELAND,44106,29867,98012.5,127879.5,,
BP #266,2643 WARRENSVILLE CENTER RD,CLEVELAND,44118,38300,89449,127749,,
NIELSON STORES #5,1100 SUPERIOR DIAMOND BUILDING,CLEVELAND,44114,61662,65987.5,127649.5,,
THE UPPER DECK,375 W BAGLEY RD,BEREA,44017,0,127566,127566,,
ADAM DELI,4020 BRIDGE AVE,CLEVELAND,44113,31892,94910.5,126802.5,,
MANNY QUICK STOP,3916 E 123 ST,CLEVELAND,44105,17085,109607.5,126692.5,,
S & M FARRIS'S DRIVE THRU,466 PROSPECT ST,BEREA,44017,53964,72666,126630,,
CLEVELAND0A0ONE0MARKET,383 E. 156TH. STREET,CLEVELAND,44110,34000,92210.5,126210.5,,
SLIM & CHUBBY,15024 PURITAS AVE,CLEVELAND,44135,0,126142,126142,,
WORLD LIQUORS  & WINES ,26840 BROOKPARK EXTENSION,NORTH OLMSTED,44070,65116,60803.5,125919.5,,
SCALPER'S BAR & GRILLE,5718 MAYFIELD RD,LYNDHURST,44124,0,125650.5,125650.5,,
BEVERAGE SQUARE,13340 MADISON AVE,LAKEWOOD,44107,66800,58665.5,125465.5,,
THE PANTRY ,4677 W. 130TH,CLEVELAND,44135,78207,47109.5,125316.5,,
INDEPENDENCE BEVERAGE,7103 BRECKSVILLE RD.,INDEPENDENCE,44131,64730,60014,124744,,
BRADLEY BEVERAGE,30792 CENTER RIDGE RD,WESTLAKE,44145,68456,55329,123785,,
CUYAHOGA LANDMARK,12966 PROSPECT RD,STRONGSVILLE,44149,72093,51688,123781,,
WINNERS SPORTS BAR & GRILL,5300 RIVERSIDE DR C365,CLEVELAND,44135,51400,72217,123617,,
BROOKVIEW TAVERN,2168 BROOKPARK RD,CLEVELAND,44134,0,123226,123226,,
SPEEDWAY #4046,16400 ROCKSIDE RD,MAPLE HEIGHTS,44137,42928,80123.5,123051.5,,
S & K BEVERAGE SHOP,6162 BROADVIEW RD,PARMA,44134,71339,51365,122704,,
FOODS UNLIMITED,1503 SPRING RD,CLEVELAND,44109,60450,61726.5,122176.5,,
FULTON BEVERAGE,3335 FULTON RD,CLEVELAND,44109,78019,43998.5,122017.5,,
H P W 73 LORAIN,7310 LORAIN AVE,CLEVELAND,44102,56059,65833,121892,,
WOODLAND SUPERMARKET,6206 WOODLAND AVE,CLEVELAND,44104,27387,94454,121841,,
FRANKS BEVERAGE,4051 W 140TH ST,CLEVELAND,44135,76239,45574,121813,,
MICHAELS BAR AND GRILLE,25869 CHARDON RD,RICHMOND HEIGHTS,44143,0,121318,121318,,
ANN'S BEVERAGE,14120 LORAIN AVE,CLEVELAND,44111,64950,56269,121219,,
GET GO #3204,10151 W 130TH ST,NORTH ROYALTON,44133,83850,37138,120988,,
PAPONETTI'S PIZZA & PUB,5805 SMITH RD,BROOK PARK,44142,0,120584,120584,,
SWING INN BAR & GRILL,4809 W PLEASANT VALLEY DR,PARMA,44129,0,120354,120354,,
MOUNT PLEASANT BEVERAGE,14101 1/2 KINSMAN RD,CLEVELAND,44120,24360,95763.5,120123.5,,
SHORT CUT DELI & BEVERAGE,14007 BENWOOD AVE,CLEVELAND,44128,21497,98326.5,119823.5,,
CONSTANTINOS MARKET,11022 CLIFTON BLVD,CLEVELAND,44102,48800,70183.5,118983.5,,
HEIGHTS MECHANICAL,2785 MAYFIELD RD,CLEVELAND,44106,67714,51063,118777,,
HOOLEY HOUSE SPORTS PUB & GRILLE,10310 CASCADE CROSSING,BROOKLYN,44144,0,118478,118478,,
CPPA SOCIAL CLUB,1303 W 58 ST,CLEVELAND,44102,0,118267,118267,,
SHORE CENTER BEVERAGE,22808 LAKE SHORE BLVD,EUCLID,44123,48826,69422,118248,,
TRUE NORTH #336,6411 MAYFIELD RD,CLEVELAND,44124,48700,69546.5,118246.5,,
MINOTTI'S VALLEY VIEW BEVERAGE,20550 LORAIN RD,FAIRVIEW PARK,44126,64062,54092.5,118154.5,,
CIRCLE K #5623,530 WARRENSVILLE CENTER RD,BEDFORD,44146,49616,68472,118088,,
TRUE NORTH #375,17212 LORAIN RD,CLEVELAND,44111,70850,47125,117975,,
SUNOCO HANINI,9796 COLUMBIA RD,OLMSTED FALLS,44138,70494,47444,117938,,
SPEEDWAY #9084,24046 LORAIN RD,NORTH OLMSTED,44070,65350,52345.5,117695.5,,
SUN VALLEY BEVERAGE,2700 W 25TH ST,CLEVELAND,44113,65363,52128,117491,,
CONVENIENT PLUS,22933 SPRAGUE RD,STRONGSVILLE,44149,73819,43665,117484,,
MARC'S #71,7510 CHIPPEWA RD,CLEVELAND,44141,67450,49967,117417,,
SUNMART,6665 MAYFIELD RD,CLEVELAND,44124,43284,73938.5,117222.5,,
TWICE GOOD WINE,360 W BAGLEY RD,BEREA,44017,44425,72286,116711,,
DAIRY MART #5447,8808 DETROIT AVE,CLEVELAND,44102,65592,50917,116509,,
GET GO #3376,21991 LORAIN RD,FAIRVIEW PARK,44126,69472,46602.5,116074.5,,
SAM KLEIN CIGAR CO,1834 E 6TH ST,CLEVELAND,44114,55191,60788,115979,,
DISCOUNT DRUG MART #41,13123 DETROIT AVE,LAKEWOOD,44107,61947,53766.5,115713.5,,
SWIFT FOOD MART,10929 ST.CLAIR AVE,CLEVELAND,44108,12532,102860,115392,,
BONNIE'S ,22811 LORAIN AVE,FAIRVIEW PARK,44126,4146,111107,115253,,
B'S SHOP RITE FOOD,2131 E 79TH ST,CLEVELAND,44103,28973,86271,115244,,
SIMON RESTAURANT,7770 CHIPPEWA RD,BRECKSVILLE,44141,0,115216.5,115216.5,,
FINNS CAFE,4641 BROADWAY AVE,CLEVELAND,44127,17684,97420,115104,,
70ELEVEN #36235,6680 MAYFIELD RD,CLEVELAND,44124,38550,76419,114969,,
MAPLE BEVERAGE & DELI,15189 BROADWAY AVE ,MAPLE HEIGHTS,44137,21605,93221.5,114826.5,,
GREAT LAKES PLAZA #13,2000 E EDGERTON RD,BROADVIEW HEIGHTS,44147,84650,29919,114569,,
THE SHOP,11333 SUPERIOR AVE,CLEVELAND,44106,23954,89941,113895,,
BP #278,17810 BAGLEY RD,CLEVELAND,44130,58793,54669.5,113462.5,,
WOODY'S BAR & GRILLE,13932 TRISKETT RD,CLEVELAND,44111,0,112753,112753,,
THOMPKINS FOOD,2184 W 85TH STREET,CLEVELAND,44102,69381,43172,112553,,
CONVENIENT FOOD MART #30098,4475 PEARL RD,CLEVELAND,44109,72100,40300.5,112400.5,,
70ELEVEN FOOD STORE #44,16165 HILLIARD RD,LAKEWOOD,44107,80133,31988,112121,,
LORAIN AND FULTON MARATHON,3501 LORAIN AVE,CLEVELAND,44113,54850,57019.5,111869.5,,
BP,552 E 152ND ST,CLEVELAND,44110,25047,86752,111799,,
COPPER PENNY LOUNGE,5909 BROADVIEW RD,PARMA,44134,9600,102023,111623,,
BAR CODE,7393 STATE RD,CLEVELAND,44134,27581,83756,111337,,
JAN'S SUNOCO,6138 BROADVIEW RD,PARMA,44134,56610,54413.5,111023.5,,
MARC'S #64,1833 COVENTRY RD,CLEVELAND HEIGHTS,44118,52921,57722.5,110643.5,,
GOODTIMES BAR & GRILL,5771 PEARL RD,PARMA,44129,0,110469.5,110469.5,,
MR Z BEVERAGE & DELI,17205 BROADWAY AVE,MAPLE HEIGHTS,44137,24714,85543.5,110257.5,,
LOCO LEPRECHAUN,24545 CENTER RIDGE RD,WESTLAKE,44145,0,109999,109999,,
CLARK BAR,1201 CLARK AVE,CLEVELAND,44109,0,109832,109832,,
GET GO #3092,5275 MAYFIELD RD,LYNDHURST,44124,47910,60692.5,108602.5,,
SS CITY CONVENIENCE,200 PUBLIC SQ  STE 212 BP TOWER,CLEVELAND,44114,44354,64151.5,108505.5,,
PACERS,14600 DETROIT AVE,LAKEWOOD,44107,25477,82639,108116,,
DISCOUNT CIGARETTE MART,5855 TURNEY RD,GARFIELD HEIGHTS,44125,46279,61537.5,107816.5,,
PROFESSOR MARKET,2233 PROFESSOR AVE,CLEVELAND,44113,44910,62863.5,107773.5,,
CONVENIENT FOOD MART #348,4701 STORER AVE,CLEVELAND,44102,68819,38852,107671,,
DUNHAM INN,6140 DUNHAM RD,MAPLE HEIGHTS,44137,0,107453,107453,,
KWIK CHECK,3548 FULTON RD,CLEVELAND,44109,71752,35656,107408,,
TRUE NORTH #356,14473 CEDAR RD,SOUTH EUCLID,44121,19451,87141,106592,,
SUNOCO,1303 CLARK AVE,CLEVELAND,44109,44790,61733,106523,,
70ELEVEN #19726,4075 ROCKY RIVER DR,CLEVELAND,44135,67400,38879.5,106279.5,,
ST CLAIR FOODTOWN,7516 ST CLAIR AVE,CLEVELAND,44103,21448,84735.5,106183.5,,
KHANS FOOD MART,14460 EUCLID AVE ,EAST CLEVELAND,44112,27660,77984,105644,,
SOLON VFW POST #1863 ,6340 MELBURY AVE,SOLON,44139,0,105565,105565,,
EASY FLO GAS,28925 LORAIN RD,NORTH OLMSTED,44070,62500,42905.5,105405.5,,
LUCAS AUTO CENTER,14005 MADISON AVE,LAKEWOOD,44107,62031,43050,105081,,
SPEEDWAY #3320,18501 NOTTINGHAM RD,CLEVELAND,44119,53035,51821.5,104856.5,,
KHALAF STAR MARKET,3371 W 98 ST ,CLEVELAND,44102,51886,52773,104659,,
70ELEVEN FOOD STORE #56,4075 ROCKY RIVER DR,CLEVELAND,44135,77277,27021.5,104298.5,,
BROADWAY MARATHON,14218 BROADWAY AVE,GARFIELD HEIGHTS,44125,37360,66686.5,104046.5,,
70ELEVEN #36730,10300 BROOKPARK RD,CLEVELAND,44130,49150,54823.5,103973.5,,
BAM BOOZLES,5515 BROADVIEW RD,PARMA,44134,11800,91810,103610,,
QUICK SHOP FOOD MART,4053 MARVIN AVE,CLEVELAND,44109,57116,46480,103596,,
STINGERS BAR & GRILL,21702 ST CLAIR AVE,EUCLID,44117,27691,75881,103572,,
BULKLEY CARDS & GIFTS,1501 EUCLID AVE STE 110,CLEVELAND,44115,36755,66300.5,103055.5,,
TOWPATH PLAZA  #14,10037 BROADVIEW RD,BROADVIEW HEIGHTS,44147,78140,24658.5,102798.5,,
MEMPHIS STATION,6101 MEMPHIS AVE,CLEVELAND,44144,0,102795.5,102795.5,,
CARNEGIE SHELL,3020 CARNEGIE AVE ,CLEVELAND,44115,23117,79639,102756,,
DISCOUNT CENTER,11908 BUCKEYE RD,CLEVELAND,44120,25710,77023,102733,,
HARVARD DAIRY & DELI,6624 HARVARD AVE,CLEVELAND,44105,31876,70637.5,102513.5,,
SUPERIOR BP,2535 SUPERIOR AVE E,CLEVELAND,44114,39446,62698.5,102144.5,,
WASKOS MARATHON,8177 BRECKSVILLE RD,BRECKSVILLE,44141,31374,70626,102000,,
TIME WARP BAR AND GRILL,26261 CENTER RIDGE RD,WESTLAKE,44145,0,101742,101742,,
TICK TOCK TAVERN,11526 CLIFTON BLVD,CLEVELAND,44102,350,100961,101311,,
SUNOCO #17 HOP0IN FOOD MART,1890 SOM CENTER RD,MAYFIELD HEIGHTS,44124,45600,55201,100801,,
70ELEVEN #36725,30812 DETROIT RD,WESTLAKE,44145,46000,54646,100646,,
LINDA'S SUPERETTE,2716 DETROIT AVE,CLEVELAND,44113,44364,56035,100399,,
FEDERAL BEVERAGE,3717 PAYNE AVE,CLEVELAND,44114,25564,74764,100328,,
K.C' S BAR & GRILLE,4967 DOVER CENTER RD,NORTH OLMSTED,44070,0,100323.5,100323.5,,
70ELEVEN #17481,16165 HILLIARD RD,LAKEWOOD,44107,61900,38418.5,100318.5,,
JR' S MINI MART,14910 LORAIN AVENUE,CLEVELAND,44111,49650,50647.5,100297.5,,
TRUE NORTH #371,20 PROSPECT ST,BEREA,44017,58550,41335,99885,,
SPEEDWAY #3697,630 COLUMBIA RD,BAY VILLAGE,44140,49850,50012.5,99862.5,,
NADIAS FOOD MARKET,3643 E116TH ST,CLEVELAND,44105,17714,81920.5,99634.5,,
FAIRVIEW CLARK GAS STATION,22492 BROOKPARK RD,FAIRVIEW PARK,44126,54735,44708.5,99443.5,,
Q'S GAS & GO,4322 CLARK AVE,CLEVELAND,44109,49870,49545.5,99415.5,,
NEW WAVE MARKET AND DELI,12702 LORAIN AVE,CLEVELAND,44111,57255,41778.5,99033.5,,
220 TAVERN COMPANY,22001 BROOKPARK RD,FAIRVIEW PARK,44126,17771,81253,99024,,
70ELEVEN #36217,22311 LAKE SHORE BLVD,CLEVELAND,44123,43794,55081,98875,,
PEANUT BAR,8401 DENSION AVE,CLEVELAND,44102,4050,94756.5,98806.5,,
SHADOWS ,6699 W 130 ST,PARMA HEIGHTS,44130,1948,96539.5,98487.5,,
MADISON 89 DELI,8901 MADISON AVE,CLEVELAND,44102,40481,57881.5,98362.5,,
RENAISSANCE SHOP,1350 EUCLID AVE UNIT 1C,CLEVELAND,44115,54698,43634,98332,,
SEVEN HILLS TAVERN,7265 BROADVIEW RD,SEVEN HILLS,44131,0,98122.5,98122.5,,
DINA'S PIZZA & PUB,5701 MEMPHIS AVE,CLEVELAND,44144,0,97912.5,97912.5,,
GET GO #3228,6477 SOM CENTER RD,SOLON,44139,31627,65787.5,97414.5,,
70ELEVEN #36214,4591 RICHMOND RD,WARRENSVILLE HEIGHTS,44128,33723,63186.5,96909.5,,
TRUE NORTH #353,7515 BROADVIEW RD,SEVEN HILLS,44131,52950,43741.5,96691.5,,
THE OFFICE,8800 PEARL RD,STRONGSVILLE,44136,0,96554,96554,,
BILO'S BAR & GRILL,14751 PEARL RD,STRONGSVILLE,44136,0,96542,96542,,
SPEEDWAY #3530,5810 STATE RD,PARMA,44134,67640,28808,96448,,
SIMPLY FOOD,1807 E 12TH  ST,CLEVELAND,44114,34490,61839.5,96329.5,,
70ELEVEN #36736,7510 BROADVIEW RD,PARMA,44134,57090,39170,96260,,
BP #281,14043 STATE RD,NORTH ROYALTON,44133,63000,32931,95931,,
HOMETOWN GROCERY,5611 WOODLAND AVE,CLEVELAND,44104,43324,52600.5,95924.5,,
FRANKS BEVERAGE,12717 WOODSIDE AVE,CLEVELAND,44108,16341,79525,95866,,
MCCLAIN'S MARKET,3337 CENTRAL AVE,CLEVELAND,44115,15384,80365,95749,,
SUNOCO #15 HOP0IN FOOD MART,5270 WARRENSVILLE CENTER RD,CLEVELAND,44137,25317,70335.5,95652.5,,
RED ROSE CAFE,14810 MADISON AVE,LAKEWOOD,44107,1784,93752,95536,,
FRECKS ,11143 SUPERIOR AVE,CLEVELAND,44106,0,95470,95470,,
STATE ROAD TAVERN,5221 STATE RD,PARMA,44134,0,95379,95379,,
AMERICAN LEGION POST #572,6483 STATE RD ,CLEVELAND,44134,0,95154,95154,,
SHAKERS TAVERN,2350 BROOKPARK RD,CLEVELAND,44134,0,94943.5,94943.5,,
ALESCI'S,4333 MAYFIELD RD,SOUTH EUCLID,44121,40400,53427.5,93827.5,,
JOCKOS BAR & GRILL,1100 W ROYALTON RD,BROADVIEW HTS,44147,19629,74188.5,93817.5,,
RO'MAE MINI MART,5105 WARRENSVILLE CTR RD,MAPLE HEIGHTS,44137,17395,76388.5,93783.5,,
RITE AID #3043,10090 CHESTER AVE,CLEVELAND,44106,65050,28679,93729,,
AMANA MY WAY DELI,12401 CORLETTE AVE,CLEVELAND,44105,24679,69012.5,93691.5,,
FAIRFIELD FOOD MARKET,1027 FAIRFIELD AVE,CLEVELAND,44113,29834,63815.5,93649.5,,
55 CONVENIENT MART,55 PUBLIC SQ,CLEVELAND,44113,33701,59919.5,93620.5,,
MT CARMEL MARKET,11007 MT CARMEL,CLEVELAND,44104,21966,71585.5,93551.5,,
DISCOUNT DRUG MART #84,13919 PROSPECT RD,STRONGSVILLE,44149,65505,27854.5,93359.5,,
EDDIE BEVERAGE,2236 W 103RD ST,CLEVELAND,44102,37181,56024.5,93205.5,,
VALLEY TAVERN OF VALLEY VIEW,5907 CANAL RD,VALLEY VIEW,44125,0,93153,93153,,
BUNKER BAR & GRILL,6824 BUNKER RD,N ROYALTON,44133,0,92348,92348,,
ART'S PUB,22290 LORAIN RD,FAIRVIEW PARK,44126,0,92174,92174,,
SAM'S FOOD MARKET,6632 ST CLAIR AVE,CLEVELAND,44103,17770,74074.5,91844.5,,
DOWNTOWN LIQUOR,1303 W 6TH ST,CLEVELAND,44113,28971,62788.5,91759.5,,
DISCOUNT DRUG MART #82,765 ALPHA DR,HIGHLAND HTS,44143,41008,50454.5,91462.5,,
PARKWOOD FOOD,1077 PARKWOOD DR,CLEVELAND,44108,11761,79153,90914,,
CLARK CONVENIENT,3017 BROOKPARK RD,PARMA,44134,59848,30671.5,90519.5,,
EAST 185TH MARATHON,1201 E 185TH ST,CLEVELAND,44119,26050,64364,90414,,
MIKES BEVERAGE,5275 BROADWAY AVE,CLEVELAND,44127,34163,56058.5,90221.5,,
70ELEVEN #36740,4282 MONTICELLO BLVD,SOUTH EUCLID,44121,23250,66534.5,89784.5,,
FOXS SPORTS BAR & GRILLE,5345 MAYFIELD RD,LYNDHURST,44124,1600,88166,89766,,
BJ'S WHOLESALE CLUB #124,6944 W 130TH ST,MIDDLEBURG HEIGHTS,44130,74400,15343,89743,,
CLEATS STRONGSVILLE ,15147 PEARL RD,STRONGSVILLE,44136,0,89568.5,89568.5,,
SUNOCO # 9 HOP0IN FOOD MART,910 E 185TH ST,CLEVELAND,44119,54754,34116,88870,,
1900 FOOD & BEVERAGE,1846 EUCLID AVE,CLEVELAND,44115,36832,51767,88599,,
FACES LOUNGE,26006 BROADWAY AVE,OAKWOOD VILLAGE,44146,8250,80278.5,88528.5,,
PEARL ROAD TAVERN & EATERY,4370 PEARL RD,OLD BROOKLYN,44109,0,88506,88506,,
BP #246,10202 LORAIN AVE,CLEVELAND,44111,46833,40326,87159,,
CONVENIENCE ONE,14913 EUCLID AVE,EAST CLEVELAND,44112,20580,66391.5,86971.5,,
DOC & LOUIE'S BAR & GRILLE,24280 LORAIN RD,NORTH OLMSTED,44070,0,86830.5,86830.5,,
SEAWAY GAS & PETROLEUM,1690 COLUMBUS RD,CLEVELAND,44113,19148,67635,86783,,
VICTORY LAP CAFE,6422 STORER  AVE,CLEVELAND,44102,2850,83743.5,86593.5,,
IMPERIAL BEVERAGE & DELI,12301 IMPERIAL AVE ,CLEVELAND,44120,18665,67462.5,86127.5,,
CONVENIENCE ONE #4454,7118 UNION AVE,CLEVELAND,44105,25510,60166,85676,,
FIRST STREET DELI,3671 E 131ST ST,CLEVELAND,44120,8575,76970,85545,,
70ELEVEN #36232,34050 AURORA RD,SOLON,44139,26766,58691,85457,,
BP #242,4774 E ROYALTON RD,BROADVIEW HEIGHTS,44147,50733,34265.5,84998.5,,
SUNOCO #15 HOP0IN FOOD MART,5270 WARRENSVILLE CENTER RD,MAPLE HEIGHTS,44137,24474,60350,84824,,
WEST PARK PANINI'S,17209 LORAIN AVE,CLEVELAND,44111,0,84598,84598,,
CONVENIENT FOOD MART,9815 MADISON AVE,CLEVELAND,44102,32773,51602,84375,,
GRANGER MARATHON,14196 GRANGER ROAD,MAPLE HEIGHTS,44137,32968,51359,84327,,
CIRCLE K #5501,26003 BROADWAY AVE,OAKWOOD VILLAGE,44146,37230,47037,84267,,
CONVENIENT FOOD MART  #3068,7205 LORAIN AVE ,CLEVELAND,44102,48628,35455,84083,,
SHRIMP BOAT LIQUOR,14708 EUCLID AVE,EAST CLEVELAND,44112,13609,70410.5,84019.5,,
MAPLE GROVE INN,14832 PEASE RD,MAPLE HEIGHTS,44137,0,83849,83849,,
FERGIE'S PLACE,5587 RIDGE RD,PARMA,44129,0,83826.5,83826.5,,
70ELEVEN #36746,4901 FLEET AVE,CLEVELAND,44105,31400,52384,83784,,
PARK AVENUE CONVENIENCE,4155 E 71 STREET,CLEVELAND,44105,37471,46288.5,83759.5,,
STATION 43 TAVERN,39910 AURORA RD,SOLON,44139,0,83524.5,83524.5,,
MYRON'S DELI,2256 LEE RD,CLEVELAND HEIGHTS,44118,26516,56925.5,83441.5,,
82ND STREET GRILL & PUB,6031 ROYALTON RD,NORTH ROYALTON,44133,0,83384,83384,,
BIDDULPH BEVERAGE,6980 BIDDULPH RD,BROOKLYN,44144,42304,40935.5,83239.5,,
CITY CLUB RESTAURANT & LOUNGE,25905 LORAIN RD,NORTH OLMSTED,44070,1050,81799.5,82849.5,,
DETROIT BEVERAGE,5009 DETROIT AVE,CLEVELAND,44102,49030,33524.5,82554.5,,
TOWER FOOD MART,4519 BUSH AVE.,CLEVELAND,44109,35848,46650.5,82498.5,,
THROWBACKS,16612 LORAIN AVE,CLEVELAND,44111,0,81910,81910,,
RANDALL GAS,4889 NORTHFIELD RD,NORTH RANDALL,44128,20412,61429,81841,,
70ELEVEN #36739,25466 DETROIT RD,WESTLAKE,44145,38000,43778,81778,,
RICHLAND CAFE,14027 MADISON AVE,LAKEWOOD,44107,0,81772,81772,,
JAY'S MARKET,3203 W 25TH ST,CLEVELAND,44109,30800,50860,81660,,
JACK SPRATT,4323 PAYNE AVE,CLEVELAND,44103,27930,53607,81537,,
DISCOUNTS R US,2559 E 55TH ST,CLEVELAND,44104,31340,50050.5,81390.5,,
ARCADE CONVENIENT STORE,401 EUCLID AVE STE 50,CLEVELAND,44114,31254,49867,81121,,
MAYFIELD SMOKE SHOP,12307 MAYFIELD RD,CLEVELAND,44106,24345,56457.5,80802.5,,
GOOD OLDE DAZE,6001 STATE RD,PARMA,44134,0,80746,80746,,
CLOVERLEAF COCKTAIL LOUNGE,5619 BRECKSVILLE RD,INDEPENDENCE,44131,5900,74117.5,80017.5,,
GET GO #3388,7418 BROADVIEW RD,PARMA,44134,49500,30407.5,79907.5,,
2ND FLOOR LOUNGE,24532 LORAIN AVE,NORTH OLMSTED,44070,0,79850,79850,,
BP #252,2801 MAYFIELD RD,CLEVELAND HEIGHTS,44118,28898,50751,79649,,
BP BABBITT ,24310 LAKELAND BLVD,EUCLID,44132,26668,52968.5,79636.5,,
CLEVELAND DELI & BEVERAGE,14939 PURITAS AVE,CLEVELAND,44135,36513,43076.5,79589.5,,
VERONA'S BEER & WINE,22031 LORAIN RD,FAIRVIEW PARK,44126,47492,32076,79568,,
FOOD DEAL,5166 LEE RD,MAPLE HEIGHTS,44137,14851,63658.5,78509.5,,
RAMBLE INN SALOON,8151 BROADVIEW RD,BROADVIEW HEIGHTS,44147,0,77828,77828,,
MIKES PASTRY HOUSE & DELI,"530 SUPERIOR AVE, LEADER BUILDING",CLEVELAND,44114,24262,53361,77623,,
DENISON FOOD MART,9410 DENISON AVE,CLEVELAND,44102,50281,27167,77448,,
THE RUSTY BARREL,27026 CENTER RIDGE RD,WESTLAKE,44145,0,76874.5,76874.5,,
RIVIERA BEVERAGE & DELI,23820 MILES RD,BEDFORD HTS,44128,12117,64558,76675,,
EUCLID FOODS,12920 EUCLID AVE,EAST CLEVELAND,44112,15576,60872.5,76448.5,,
AVENUE DELI,11006 DETROIT AVE,CLEVELAND,44102,42994,33245,76239,,
DI STEFANO'S AUTHENTIC ITALIAN FOOD,5600 HIGHLAND RD,HIGHLAND HEIGHTS,44143,33154,42644,75798,,
WERK BAR & GRILL,7104 BIDDULPH RD,BROOKLYN,44144,0,75763,75763,,
CLEATS NORTH ROYALTON,5267 WALLINGS RD,NORTH ROYALTON,44133,0,75652.5,75652.5,,
SUNSHINE SQUARE DEAL,4595 WARNER RD,CLEVELAND,44105,28628,46574,75202,,
BALTIC CLIFTON SHELL,9510 BALTIC AVE,CLEVELAND,44102,41439,33083,74522,,
BRICK HOUSE BAR & GRILL,5504 HARVARD AVE,CLEVELAND,44105,0,74425,74425,,
BP #255,11250 GRANGER RD,GARFIELD HEIGHTS,44125,39150,35067,74217,,
PARMA TOBACCO OUTLET,5337 BROADVIEW RD,PARMA,44134,42143,32053,74196,,
REXALL DISCOUNT,9807 LORAIN AVE,CLEVELAND,44102,34927,39176,74103,,
SUNOCO #17 HOP IN FOOD MART,1890 SOM CENTER RD,MAYFIELD HEIGHTS,44124,36500,37595,74095,,
MR C'S II,5816 SUPERIOR AVE,CLEVELAND,44103,24263,49778.5,74041.5,,
MINOTTI'S ROCKY RIVER WINE & LIQUOR,19831 DETROIT RD,ROCKY RIVER,44116,37459,36505,73964,,
BROOKPARK SMOKES & BEVERAGES,5705 SMITH RD,BROOK PARK,44142,47329,26345,73674,,
MARATHON,27645 LORAIN RD,NORTH OLMSTED,44070,43034,30228.5,73262.5,,
MOONLIGHT TAVERN,6174 BROADVIEW RD,PARMA,44134,0,73136,73136,,
TRUE NORTH #365,23385 LORAIN RD,NORTH OLMSTED,44070,48300,24714.5,73014.5,,
OMAR'S DOLLAR MAX BEAUTY SUPPLY,14939 ST CLAIR AVE,CLEVELAND,44110,24334,48211,72545,,
NIELSENS STORES #18,101 PROSPECT AVE,CLEVELAND,44114,32485,39904.5,72389.5,,
